id,threat,lat,lon
13482,2,-37.538598218606055,-72.13323465242887
13483,2,-37.53889785914722,-72.12193221802062
13484,2,-37.53919641991638,-72.11062961653386
13485,2,-37.53949390086418,-72.09932684856913
13486,2,-37.539790301941515,-72.08802391472709
13487,3,-37.54008562309938,-72.07672081560841
13488,2,-37.540379864289,-72.06541755181381
13489,2,-37.54067302546176,-72.0541141239441
13490,2,-37.54096510656919,-72.04281053260014
13491,2,-37.541256107563065,-72.03150677838282
13492,2,-37.54154602839527,-72.0202028618931
13493,2,-37.54183486901791,-72.00889878373201
13494,2,-37.54212262938325,-71.9975945445006
13495,3,-37.54240930944373,-71.98629014479998
13496,3,-37.54269490915198,-71.97498558523134
13497,2,-37.542979428460804,-71.96368086639592
13498,2,-37.54326286732317,-71.95237598889499
13499,2,-37.54354522569224,-71.94107095332988
13500,2,-37.54382650352134,-71.92976576030198
13501,2,-37.54410670076398,-71.91846041041272
13502,2,-37.54438581737386,-71.90715490426362
13503,2,-37.544663853304826,-71.89584924245621
13504,2,-37.544940808510916,-71.88454342559207
13505,2,-37.545216682946375,-71.8732374542729
13506,2,-37.54549147656557,-71.86193132910033
13507,2,-37.5457651893231,-71.85062505067619
13508,2,-37.5460378211737,-71.83931861960221
13509,2,-37.54630937207231,-71.8280120364803
13510,2,-37.54657984197403,-71.81670530191234
13511,2,-37.54684923083415,-71.80539841650028
13512,2,-37.54711753860813,-71.79409138084617
13513,2,-37.5473847652516,-71.78278419555201
13514,2,-37.547650910720385,-71.77147686121994
13515,2,-37.54791597497048,-71.7601693784521
13516,2,-37.54817995795805,-71.74886174785074
13517,2,-37.54844285963947,-71.73755397001807
13518,2,-37.54870467997123,-71.72624604555641
13519,2,-37.548965418910065,-71.71493797506812
13520,2,-37.549225076412846,-71.7036297591556
13521,2,-37.549483652436635,-71.69232139842133
13522,2,-37.54974114693868,-71.68101289346775
13523,2,-37.549997559876395,-71.66970424489747
13524,2,-37.550252891207364,-71.65839545331308
13525,2,-37.55050714088936,-71.64708651931718
13526,2,-37.55076030888035,-71.63577744351252
13527,2,-37.55101239513845,-71.6244682265018
13528,2,-37.55126339962196,-71.61315886888784
13529,2,-37.55151332228939,-71.60184937127346
13530,2,-37.55176216309936,-71.59053973426154
13531,2,-37.55200992201075,-71.579229958455
13532,2,-37.55225659898256,-71.56792004445684
13533,2,-37.552502193973986,-71.55660999287008
13534,2,-37.5527467069444,-71.54529980429778
13535,2,-37.55299013785337,-71.53398947934305
13536,1,-37.55323248666061,-71.52267901860905
13537,1,-37.55347375332603,-71.511368422699
13538,1,-37.55371393780974,-71.50005769221613
13539,1,-37.553953040071974,-71.48874682776375
13540,1,-37.55419106007319,-71.47743582994522
13541,1,-37.55442799777399,-71.46612469936389
13542,1,-37.5546638531352,-71.4548134366232
13543,1,-37.5548986261178,-71.44350204232663
13544,2,-37.55513231668291,-71.4321905170777
13545,1,-37.55536492479188,-71.42087886147998
13546,1,-37.55559645040625,-71.40956707613707
13547,2,-37.555826893487676,-71.3982551616526
13548,3,-37.556056253998044,-71.3869431186303
13549,2,-37.556284531899394,-71.37563094767388
13550,1,-37.55651172715395,-71.36431864938713
13551,0,-37.55673783972412,-71.35300622437386
13552,0,-37.55696286957249,-71.34169367323797
13553,1,-37.55718681666181,-71.33038099658332
13554,1,-37.557409680955026,-71.31906819501388
13555,1,-37.55763146241525,-71.30775526913365
13556,1,-37.55785216100579,-71.29644221954665
13557,1,-37.55807177669011,-71.28512904685695
13558,1,-37.55829030943187,-71.27381575166869
13559,2,-37.55850775919489,-71.262502334586
13560,1,-37.55872412594318,-71.2511887962131
13561,1,-37.55893940964094,-71.23987513715421
13562,1,-37.55915361025253,-71.22856135801362
13563,2,-37.5593667277425,-71.21724745939564
13564,2,-37.55957876207557,-71.20593344190463
13565,2,-37.55978971321663,-71.19461930614501
13566,2,-37.55999958113079,-71.18330505272118
13567,2,-37.56020836578328,-71.17199068223766
13568,2,-37.560416067139556,-71.16067619529893
13569,1,-37.56062268516523,-71.14936159250958
13570,2,-37.5608282198261,-71.13804687447418
13571,0,-37.56103267108814,-71.1267320417974
13572,3,-37.499895581663196,-73.59017962817973
13573,3,-37.50033417618042,-73.57890241766246
13574,3,-37.50077169841938,-73.5676249630176
13575,3,-37.50120814830809,-73.55634726483713
13576,3,-37.50164352577477,-73.54506932371316
13577,3,-37.502077830747766,-73.53379114023787
13578,2,-37.50251106315564,-73.52251271500351
13579,2,-37.5029432229271,-73.51123404860243
13580,3,-37.50337430999104,-73.49995514162705
13581,3,-37.50380432427652,-73.48867599466988
13582,3,-37.504233265712784,-73.47739660832346
13583,3,-37.504661134229266,-73.4661169831805
13584,3,-37.50508792975551,-73.4548371198337
13585,2,-37.50551365222132,-73.44355701887588
13586,2,-37.5059383015566,-73.43227668089996
13587,3,-37.50636187769147,-73.42099610649889
13588,3,-37.5067843805562,-73.40971529626573
13589,3,-37.507205810081274,-73.39843425079363
13590,3,-37.507626166197284,-73.38715297067577
13591,2,-37.50804544883506,-73.37587145650546
13592,2,-37.508463657925574,-73.36458970887608
13593,3,-37.50888079339997,-73.35330772838103
13594,4,-37.509296855189596,-73.34202551561387
13595,4,-37.50971184322593,-73.33074307116819
13596,4,-37.51012575744064,-73.31946039563763
13597,3,-37.5105385977656,-73.308177489616
13598,3,-37.51095036413282,-73.2968943536971
13599,3,-37.511361056474485,-73.28561098847483
13600,3,-37.51177067472298,-73.27432739454316
13601,3,-37.51217921881085,-73.26304357249619
13602,3,-37.51258668867081,-73.25175952292801
13603,3,-37.512993084235745,-73.24047524643287
13604,3,-37.51339840543875,-73.22919074360502
13605,2,-37.51380265221304,-73.21790601503884
13606,2,-37.51420582449204,-73.20662106132875
13607,2,-37.51460792220936,-73.19533588306928
13608,2,-37.51500894529873,-73.184050480855
13609,2,-37.51540889369413,-73.17276485528059
13610,2,-37.51580776732965,-73.16147900694075
13611,2,-37.516205566139575,-73.15019293643032
13612,2,-37.51660229005838,-73.13890664434416
13613,2,-37.51699793902071,-73.12762013127724
13614,2,-37.517392512961386,-73.11633339782458
13615,2,-37.517786011815375,-73.10504644458129
13616,2,-37.51817843551784,-73.09375927214255
13617,2,-37.51856978400413,-73.08247188110359
13618,2,-37.51896005720977,-73.07118427205975
13619,2,-37.51934925507041,-73.05989644560643
13620,2,-37.519737377521956,-73.04860840233907
13621,2,-37.52012442450041,-73.03732014285323
13622,2,-37.520510395942004,-73.02603166774452
13623,2,-37.52089529178312,-73.01474297760863
13624,2,-37.521279111960325,-73.0034540730413
13625,2,-37.52166185641036,-72.99216495463834
13626,2,-37.52204352507012,-72.9808756229957
13627,2,-37.522424117876696,-72.9695860787093
13628,2,-37.522803634767364,-72.95829632237519
13629,2,-37.52318207567954,-72.94700635458949
13630,2,-37.523559440550876,-72.93571617594839
13631,2,-37.523935729319106,-72.92442578704811
13632,2,-37.524310941922245,-72.913135188485
13633,2,-37.5246850782984,-72.90184438085542
13634,2,-37.52505813838589,-72.89055336475587
13635,2,-37.525430122123204,-72.87926214078287
13636,2,-37.52580102944901,-72.867970709533
13637,2,-37.52617086030216,-72.85667907160293
13638,2,-37.52653961462165,-72.8453872275894
13639,2,-37.526907292346664,-72.83409517808924
13640,2,-37.52727389341659,-72.8228029236993
13641,2,-37.52763941777096,-72.81151046501653
13642,2,-37.5280038653495,-72.80021780263793
13643,2,-37.52836723609209,-72.78892493716062
13644,2,-37.528729529938786,-72.77763186918168
13645,2,-37.52909074682986,-72.76633859929838
13646,3,-37.52945088670572,-72.75504512810798
13647,3,-37.529809949506955,-72.74375145620783
13648,2,-37.53016793517434,-72.73245758419536
13649,2,-37.53052484364883,-72.72116351266803
13650,3,-37.53088067487153,-72.70986924222339
13651,2,-37.531235428783745,-72.69857477345909
13652,2,-37.53158910532696,-72.68728010697278
13653,3,-37.53194170444281,-72.6759852433622
13654,2,-37.53229322607312,-72.6646901832252
13655,2,-37.532643670159906,-72.65339492715965
13656,2,-37.532993036645315,-72.64209947576346
13657,2,-37.533341325471746,-72.63080382963469
13658,2,-37.533688536581685,-72.61950798937136
13659,2,-37.53403466991785,-72.60821195557165
13660,2,-37.534379725423136,-72.59691572883375
13661,2,-37.53472370304058,-72.58561930975594
13662,2,-37.535066602713435,-72.57432269893654
13663,2,-37.53540842438508,-72.56302589697395
13664,2,-37.535749167999136,-72.55172890446666
13665,2,-37.53608883349934,-72.54043172201314
13666,2,-37.53642742082964,-72.529134350212
13667,2,-37.536764929934144,-72.51783678966193
13668,2,-37.53710136075714,-72.5065390409616
13669,2,-37.53743671324312,-72.49524110470979
13670,2,-37.53777098733667,-72.48394298150535
13671,2,-37.538104182982664,-72.4726446719472
13672,3,-37.53843630012607,-72.46134617663427
13673,2,-37.53876733871207,-72.45004749616561
13674,2,-37.539097298686,-72.4387486311403
13675,2,-37.539426179993384,-72.4274495821575
13676,2,-37.53975398257994,-72.4161503498164
13677,2,-37.54008070639153,-72.4048509347163
13678,2,-37.5404063513742,-72.39355133745653
13679,2,-37.54073091747421,-72.38225155863647
13680,2,-37.54105440463793,-72.37095159885557
13681,2,-37.54137681281197,-72.35965145871337
13682,2,-37.54169814194308,-72.34835113880943
13683,2,-37.54201839197819,-72.33705063974341
13684,2,-37.54233756286441,-72.32574996211498
13685,3,-37.54265565454905,-72.31444910652391
13686,3,-37.542972666979566,-72.30314807357
13687,2,-37.54328860010358,-72.29184686385315
13688,3,-37.54360345386895,-72.28054547797326
13689,2,-37.54391722822363,-72.26924391653036
13690,2,-37.54422992311583,-72.25794218012449
13691,3,-37.54454153849387,-72.24664026935575
13692,2,-37.5448520743063,-72.23533818482431
13693,2,-37.5451615305018,-72.22403592713042
13694,3,-37.54546990702928,-72.21273349687434
13695,3,-37.54577720383776,-72.20143089465641
13696,3,-37.5460834208765,-72.19012812107704
13697,3,-37.54638855809491,-72.1788251767367
13698,3,-37.54669261544258,-72.16752206223589
13699,2,-37.54699559286926,-72.15621877817517
13700,2,-37.547297490324894,-72.1449153251552
13701,2,-37.54759830775961,-72.13361170377662
13702,2,-37.5478980451237,-72.12230791464022
13703,2,-37.54819670236763,-72.11100395834677
13704,2,-37.54849427944206,-72.09969983549713
13705,2,-37.54879077629782,-72.08839554669221
13706,2,-37.5490861928859,-72.07709109253297
13707,3,-37.54938052915749,-72.06578647362042
13708,3,-37.54967378506395,-72.05448169055565
13709,2,-37.549965960556804,-72.04317674393981
13710,2,-37.550257055587785,-72.03187163437403
13711,2,-37.55054707010878,-72.02056636245959
13712,2,-37.55083600407184,-72.00926092879779
13713,2,-37.551123857429225,-71.99795533398995
13714,3,-37.55141063013333,-71.9866495786375
13715,3,-37.5516963221368,-71.97534366334186
13716,2,-37.551980933392386,-71.96403758870456
13717,2,-37.55226446385303,-71.95273135532717
13718,2,-37.55254691347189,-71.9414249638113
13719,2,-37.55282828220226,-71.93011841475862
13720,2,-37.553108569997626,-71.91881170877083
13721,2,-37.55338777681167,-71.90750484644974
13722,2,-37.553665902598205,-71.89619782839715
13723,2,-37.55394294731126,-71.88489065521496
13724,2,-37.55421891090505,-71.87358332750506
13725,2,-37.55449379333393,-71.86227584586948
13726,2,-37.55476759455246,-71.85096821091024
13727,2,-37.55504031451537,-71.8396604232294
13728,2,-37.55531195317755,-71.82835248342913
13729,2,-37.555582510494105,-71.8170443921116
13730,2,-37.55585198642029,-71.80573614987904
13731,2,-37.556120380911544,-71.79442775733375
13732,2,-37.55638769392348,-71.78311921507809
13733,2,-37.556653925411915,-71.77181052371441
13734,2,-37.55691907533279,-71.76050168384516
13735,2,-37.557183143642284,-71.74919269607287
13736,2,-37.55744613029672,-71.73788356100002
13737,2,-37.55770803525258,-71.72657427922923
13738,2,-37.55796885846659,-71.71526485136312
13739,2,-37.55822859989557,-71.70395527800439
13740,2,-37.55848725949659,-71.69264555975579
13741,2,-37.55874483722684,-71.68133569722008
13742,2,-37.55900133304375,-71.67002569100008
13743,2,-37.55925674690488,-71.6587155416987
13744,2,-37.55951107876797,-71.64740524991886
13745,2,-37.55976432859096,-71.63609481626352
13746,2,-37.56001649633196,-71.62478424133572
13747,2,-37.56026758194925,-71.61347352573853
13748,2,-37.5605175854013,-71.60216267007506
13749,2,-37.56076650664674,-71.59085167494848
13750,2,-37.56101434564441,-71.579540540962
13751,2,-37.561261102353285,-71.56822926871888
13752,2,-37.56150677673257,-71.55691785882242
13753,2,-37.56175136874158,-71.54560631187599
13754,2,-37.561994878339874,-71.53429462848295
13755,2,-37.56223730548717,-71.52298280924678
13756,1,-37.56247865014333,-71.51167085477094
13757,1,-37.56271891226845,-71.500358765659
13758,1,-37.56295809182275,-71.48904654251449
13759,1,-37.56319618876666,-71.47773418594107
13760,1,-37.5634332030608,-71.4664216965424
13761,1,-37.563669134665915,-71.45510907492218
13762,2,-37.563903983543,-71.44379632168418
13763,1,-37.56413774965317,-71.43248343743221
13764,2,-37.56437043295774,-71.4211704227701
13765,3,-37.56460203341821,-71.40985727830174
13766,3,-37.56483255099626,-71.39854400463108
13767,2,-37.56506198565372,-71.38723060236207
13768,2,-37.56529033735263,-71.37591707209874
13769,1,-37.5655176060552,-71.36460341444517
13770,0,-37.56574379172381,-71.35328963000545
13771,1,-37.56596889432102,-71.34197571938373
13772,1,-37.56619291380959,-71.3306616831842
13773,1,-37.5664158501524,-71.31934752201107
13774,1,-37.566637703312594,-71.30803323646866
13775,2,-37.56685847325344,-71.29671882716126
13776,2,-37.56707815993837,-71.28540429469321
13777,2,-37.567296763331036,-71.27408963966894
13778,2,-37.56751428339526,-71.26277486269288
13779,1,-37.567730720095035,-71.2514599643695
13780,2,-37.567946073394495,-71.24014494530334
13781,2,-37.56816034325803,-71.22882980609894
13782,2,-37.568373529650145,-71.21751454736093
13783,2,-37.568585632535566,-71.20619916969393
13784,2,-37.56879665187916,-71.19488367370265
13785,2,-37.56900658764601,-71.18356805999177
13786,2,-37.56921543980133,-71.17225232916608
13787,2,-37.56942320831057,-71.16093648183039
13788,2,-37.56962989313931,-71.14962051858951
13789,2,-37.569835494253354,-71.13830444004836
13790,1,-37.57004001161862,-71.1269882468118
13791,0,-37.508440442163206,-73.60200923234578
13792,3,-37.508880250763184,-73.59073092380254
13793,3,-37.50931898681268,-73.57945237042519
13794,3,-37.50975665023954,-73.56817357280589
13795,3,-37.51019324097173,-73.55689453153697
13796,3,-37.51062875893743,-73.54561524721079
13797,3,-37.51106320406496,-73.5343357204198
13798,2,-37.511496576282845,-73.52305595175653
13799,2,-37.51192887551975,-73.51177594181361
13800,3,-37.512360101704544,-73.5004956911837
13801,3,-37.51279025476627,-73.48921520045961
13802,3,-37.513219334634115,-73.47793447023415
13803,3,-37.513647341237466,-73.4666535011003
13804,3,-37.51407427450586,-73.45537229365104
13805,2,-37.51450013436904,-73.44409084847948
13806,2,-37.5149249207569,-73.43280916617876
13807,3,-37.515348633599515,-73.42152724734215
13808,3,-37.51577127282712,-73.41024509256299
13809,3,-37.516192838370166,-73.39896270243467
13810,2,-37.51661333015922,-73.38768007755068
13811,2,-37.51703274812507,-73.37639721850456
13812,2,-37.51745109219865,-73.36511412588999
13813,3,-37.51786836231108,-73.35383080030067
13814,4,-37.51828455839366,-73.34254724233038
13815,4,-37.51869968037784,-73.33126345257301
13816,3,-37.51911372819528,-73.31997943162251
13817,3,-37.51952670177777,-73.3086951800729
13818,3,-37.51993860105733,-73.29741069851829
13819,3,-37.52034942596611,-73.28612598755285
13820,3,-37.520759176436435,-73.27484104777085
13821,3,-37.52116785240083,-73.26355587976661
13822,3,-37.52157545379199,-73.25227048413456
13823,2,-37.521981980542755,-73.24098486146914
13824,2,-37.522387432586164,-73.22969901236497
13825,3,-37.52279180985546,-73.21841293741664
13826,2,-37.52319511228397,-73.20712663721888
13827,2,-37.523597339805306,-73.19584011236647
13828,2,-37.52399849235317,-73.18455336345427
13829,2,-37.52439856986148,-73.1732663910772
13830,2,-37.52479757226432,-73.16197919583031
13831,2,-37.52519549949595,-73.15069177830864
13832,3,-37.5255923514908,-73.13940413910737
13833,2,-37.52598812818348,-73.12811627882175
13834,2,-37.52638282950876,-73.11682819804705
13835,2,-37.52677645540161,-73.10553989737865
13836,2,-37.527169005797155,-73.09425137741202
13837,2,-37.52756048063069,-73.08296263874269
13838,2,-37.527950879837725,-73.07167368196623
13839,2,-37.52834020335389,-73.06038450767834
13840,2,-37.528728451115036,-73.04909511647475
13841,2,-37.529115623057145,-73.03780550895127
13842,2,-37.52950171911642,-73.02651568570379
13843,2,-37.529886739229205,-73.01522564732828
13844,2,-37.53027068333205,-73.00393539442075
13845,2,-37.53065355136163,-72.99264492757733
13846,2,-37.53103534325485,-72.98135424739418
13847,3,-37.53141605894876,-72.97006335446754
13848,2,-37.531795698380584,-72.95877224939373
13849,2,-37.53217426148773,-72.94748093276914
13850,2,-37.53255174820781,-72.9361894051902
13851,2,-37.53292815847853,-72.92489766725349
13852,2,-37.53330349223787,-72.91360571955559
13853,2,-37.533677749423916,-72.90231356269312
13854,2,-37.53405092997495,-72.89102119726289
13855,2,-37.53442303382944,-72.87972862386165
13856,2,-37.534794060926004,-72.86843584308632
13857,2,-37.53516401120348,-72.8571428555338
13858,2,-37.535532884600826,-72.84584966180113
13859,2,-37.53590068105722,-72.8345562624854
13860,2,-37.53626740051198,-72.82326265818374
13861,2,-37.53663304290465,-72.81196884949341
13862,2,-37.53699760817487,-72.80067483701164
13863,2,-37.53736109626254,-72.78938062133584
13864,2,-37.5377235071077,-72.77808620306341
13865,2,-37.53808484065054,-72.76679158279184
13866,2,-37.538445096831474,-72.75549676111869
13867,2,-37.538804275591055,-72.7442017386416
13868,2,-37.53916237687002,-72.73290651595825
13869,2,-37.539519400609294,-72.72161109366641
13870,3,-37.53987534674997,-72.7103154723639
13871,2,-37.54023021523332,-72.6990196526486
13872,3,-37.540584006000785,-72.68772363511852
13873,2,-37.54093671899398,-72.67642742037162
13874,2,-37.54128835415471,-72.66513100900603
13875,2,-37.541638911424954,-72.65383440161992
13876,2,-37.541988390746845,-72.64253759881147
13877,2,-37.54233679206271,-72.631240601179
13878,2,-37.542684115315055,-72.61994340932085
13879,2,-37.543030360446565,-72.60864602383546
13880,1,-37.54337552740008,-72.59734844532127
13881,2,-37.54371961611863,-72.58605067437686
13882,2,-37.544062626545426,-72.57475271160085
13883,2,-37.54440455862384,-72.56345455759191
13884,2,-37.54474541229744,-72.55215621294874
13885,2,-37.54508518750995,-72.54085767827019
13886,2,-37.545423884205285,-72.5295589541551
13887,2,-37.545761502327544,-72.51826004120241
13888,2,-37.54609804182097,-72.50696094001113
13889,2,-37.54643350263001,-72.49566165118028
13890,2,-37.54676788469927,-72.48436217530902
13891,2,-37.547101187973546,-72.47306251299649
13892,2,-37.54743341239782,-72.46176266484196
13893,2,-37.54776455791722,-72.45046263144472
13894,2,-37.54809462447707,-72.43916241340416
13895,3,-37.548423612022866,-72.42786201131969
13896,3,-37.5487515205003,-72.4165614257908
13897,2,-37.5490783498552,-72.40526065741706
13898,2,-37.54940410003359,-72.39395970679807
13899,2,-37.549728770981694,-72.38265857453352
13900,2,-37.55005236264588,-72.37135726122311
13901,2,-37.550374874972704,-72.36005576746666
13902,2,-37.5506963079089,-72.34875409386404
13903,1,-37.55101666140138,-72.33745224101514
13904,2,-37.55133593539723,-72.32615020951995
13905,2,-37.55165412984372,-72.31484799997851
13906,2,-37.55197124468827,-72.3035456129909
13907,2,-37.55228727987851,-72.29224304915729
13908,2,-37.55260223536226,-72.28094030907788
13909,2,-37.55291611108745,-72.26963739335295
13910,2,-37.55322890700223,-72.25833430258284
13911,2,-37.55354062305494,-72.2470310373679
13912,2,-37.55385125919409,-72.23572759830864
13913,2,-37.55416081536834,-72.22442398600555
13914,2,-37.55446929152655,-72.21312020105916
13915,2,-37.554776687617746,-72.20181624407012
13916,2,-37.55508300359115,-72.19051211563911
13917,3,-37.55538823939613,-72.17920781636685
13918,2,-37.55569239498228,-72.16790334685416
13919,2,-37.555995470299315,-72.15659870770189
13920,2,-37.55629746529715,-72.14529389951092
13921,2,-37.55659837992589,-72.13398892288224
13922,2,-37.5568982141358,-72.12268377841687
13923,2,-37.55719696787734,-72.11137846671588
13924,1,-37.55749464110113,-72.1000729883804
13925,2,-37.55779123375796,-72.08876734401163
13926,2,-37.558086745798825,-72.07746153421081
13927,2,-37.558381177174894,-72.06615555957927
13928,2,-37.55867452783747,-72.05484942071831
13929,2,-37.558966797738094,-72.04354311822937
13930,2,-37.55925798682843,-72.03223665271392
13931,2,-37.55954809506036,-72.02093002477348
13932,2,-37.55983712238592,-72.0096232350096
13933,2,-37.56012506875735,-71.99831628402394
13934,3,-37.56041193412702,-71.98700917241818
13935,3,-37.560697718447535,-71.97570190079404
13936,3,-37.56098242167164,-71.96439446975332
13937,2,-37.56126604375225,-71.95308687989787
13938,2,-37.56154858464249,-71.94177913182955
13939,2,-37.56183004429565,-71.93047122615036
13940,2,-37.56211042266517,-71.91916316346229
13941,2,-37.56238971970472,-71.90785494436736
13942,2,-37.56266793536809,-71.89654656946772
13943,2,-37.56294506960931,-71.88523803936552
13944,2,-37.56322112238253,-71.87392935466295
13945,2,-37.56349609364211,-71.8626205159623
13946,2,-37.563769983342574,-71.85131152386589
13947,2,-37.564042791438624,-71.84000237897605
13948,2,-37.564314517885165,-71.82869308189522
13949,2,-37.56458516263724,-71.81738363322587
13950,2,-37.564854725650115,-71.80607403357054
13951,2,-37.56512320687918,-71.79476428353176
13952,2,-37.56539060628004,-71.78345438371217
13953,2,-37.565656923808476,-71.77214433471445
13954,1,-37.565922159420424,-71.76083413714132
13955,1,-37.56618631307204,-71.74952379159554
13956,2,-37.5664493847196,-71.73821329867992
13957,2,-37.5667113743196,-71.72690265899735
13958,2,-37.566972281828725,-71.71559187315074
13959,2,-37.567232107203786,-71.70428094174308
13960,2,-37.56749085040181,-71.69296986537735
13961,2,-37.56774851138,-71.68165864465665
13962,2,-37.568005090095745,-71.67034728018407
13963,2,-37.56826058650657,-71.6590357725628
13964,1,-37.56851500057021,-71.647724122396
13965,2,-37.56876833224459,-71.63641233028699
13966,2,-37.56902058148779,-71.62510039683903
13967,2,-37.56927174825809,-71.6137883226555
13968,2,-37.56952183251389,-71.60247610833977
13969,2,-37.569770834213855,-71.59116375449534
13970,2,-37.57001875331677,-71.57985126172564
13971,2,-37.57026558978161,-71.56853863063427
13972,2,-37.570511343567524,-71.55722586182476
13973,2,-37.57075601463386,-71.54591295590077
13974,2,-37.57099960294014,-71.53459991346601
13975,2,-37.57124210844603,-71.52328673512419
13976,2,-37.57148353111141,-71.51197342147904
13977,2,-37.571723870896335,-71.5006599731344
13978,2,-37.571963127761,-71.48934639069417
13979,1,-37.57220130166586,-71.47803267476219
13980,2,-37.572438392571456,-71.46671882594246
13981,2,-37.57267440043855,-71.45540484483897
13982,2,-37.57290932522812,-71.44409073205574
13983,2,-37.57314316690124,-71.43277648819686
13984,2,-37.57337592541922,-71.42146211386648
13985,2,-37.57360760074355,-71.41014760966875
13986,1,-37.57383819283586,-71.39883297620788
13987,2,-37.574067701657995,-71.38751821408817
13988,1,-37.574296127171955,-71.37620332391388
13989,1,-37.57452346933994,-71.36488830628937
13990,0,-37.57474972812429,-71.35357316181904
13991,1,-37.57497490348759,-71.34225789110731
13992,1,-37.57519899539255,-71.33094249475865
13993,1,-37.57542200380206,-71.31962697337758
13994,2,-37.575643928679206,-71.30831132756866
13995,1,-37.57586476998726,-71.29699555793648
13996,1,-37.57608452768963,-71.2856796650857
13997,1,-37.57630320174997,-71.27436364962098
13998,1,-37.57652079213206,-71.26304751214705
13999,2,-37.57673729879986,-71.2517312532687
14000,2,-37.57695272171755,-71.2404148735907
14001,2,-37.57716706084945,-71.2290983737179
14002,1,-37.57738031616005,-71.21778175425521
14003,2,-37.57759248761408,-71.20646501580754
14004,2,-37.57780357517638,-71.19514815897986
14005,2,-37.578013578811984,-71.18383118437717
14006,2,-37.57822249848616,-71.17251409260453
14007,2,-37.578430334164274,-71.16119688426701
14008,2,-37.578637085811934,-71.14987955996973
14009,2,-37.57884275339488,-71.1385621203179
14010,1,-37.579047336879064,-71.12724456591666
14011,3,-37.51786489923813,-73.5912824642595
14012,3,-37.518303776853216,-73.58000256742982
14013,2,-37.518741581501196,-73.56872242624384
14014,3,-37.51917831311002,-73.5574420412941
14015,3,-37.51961397160781,-73.54616141317325
14016,3,-37.52004855692287,-73.53488054247403
14017,3,-37.520482068983675,-73.52359942978923
14018,2,-37.52091450771888,-73.51231807571176
14019,2,-37.52134587305729,-73.50103648083456
14020,3,-37.52177616492792,-73.48975464575068
14021,3,-37.52220538325994,-73.47847257105327
14022,3,-37.52263352798267,-73.46719025733552
14023,3,-37.52306059902565,-73.45590770519071
14024,2,-37.52348659631856,-73.4446249152122
14025,2,-37.52391151979129,-73.43334188799346
14026,2,-37.524335369373844,-73.422058624128
14027,4,-37.524758144996454,-73.41077512420942
14028,3,-37.5251798465895,-73.3994913888314
14029,2,-37.52560047408356,-73.3882074185877
14030,2,-37.526020027409345,-73.37692321407215
14031,3,-37.526438506497804,-73.36563877587868
14032,4,-37.526855911279974,-73.35435410460126
14033,4,-37.52727224168714,-73.343069200834
14034,4,-37.52768749765075,-73.331784065171
14035,3,-37.52810167910238,-73.32049869820649
14036,3,-37.528514785973826,-73.30921310053483
14037,3,-37.52892681819705,-73.29792727275033
14038,3,-37.52933777570416,-73.28664121544747
14039,3,-37.52974765842748,-73.2753549292208
14040,3,-37.53015646629949,-73.26406841466488
14041,3,-37.53056419925284,-73.25278167237445
14042,2,-37.530970857220346,-73.24149470294424
14043,2,-37.531376440135034,-73.23020750696907
14044,2,-37.53178094793005,-73.21892008504389
14045,2,-37.53218438053878,-73.20763243776366
14046,2,-37.532586737894725,-73.19634456572344
14047,2,-37.5329880199316,-73.18505646951839
14048,2,-37.53338822658328,-73.17376814974368
14049,2,-37.5337873577838,-73.16247960699464
14050,2,-37.53418541346742,-73.1511908418666
14051,3,-37.53458239356849,-73.13990185495497
14052,2,-37.534978298021635,-73.12861264685532
14053,2,-37.53537312676157,-73.1173232181632
14054,2,-37.535766879723234,-73.10603356947425
14055,2,-37.536159556841724,-73.09474370138422
14056,2,-37.536551158052326,-73.0834536144889
14057,2,-37.536941683290465,-73.07216330938417
14058,2,-37.537331132491786,-73.06087278666597
14059,2,-37.5377195055921,-73.04958204693031
14060,2,-37.53810680252734,-73.03829109077331
14061,2,-37.538493023233684,-73.0269999187911
14062,2,-37.53887816764747,-73.01570853157995
14063,2,-37.539262235705166,-73.00441692973614
14064,2,-37.53964522734346,-72.99312511385607
14065,2,-37.54002714249921,-72.98183308453616
14066,2,-37.54040798110944,-72.97054084237296
14067,2,-37.54078774311134,-72.95924838796306
14068,2,-37.541166428442295,-72.94795572190311
14069,2,-37.54154403703986,-72.93666284478986
14070,2,-37.54192056884175,-72.9253697572201
14071,2,-37.54229602378589,-72.9140764597907
14072,2,-37.54267040181034,-72.90278295309865
14073,2,-37.543043702853346,-72.8914892377409
14074,2,-37.54341592685335,-72.88019531431456
14075,2,-37.54378707374896,-72.8689011834168
14076,2,-37.54415714347894,-72.85760684564482
14077,2,-37.54452613598226,-72.84631230159593
14078,2,-37.54489405119804,-72.83501755186748
14079,2,-37.5452608890656,-72.8237225970569
14080,2,-37.54562664952441,-72.81242743776168
14081,2,-37.54599133251413,-72.80113207457941
14082,2,-37.54635493797459,-72.78983650810771
14083,3,-37.54671746584582,-72.77854073894427
14084,3,-37.54707891606798,-72.76724476768688
14085,2,-37.54743928858143,-72.75594859493336
14086,2,-37.54779858332674,-72.74465222128163
14087,2,-37.54815680024459,-72.73335564732966
14088,2,-37.54851393927588,-72.72205887367546
14089,3,-37.548870000361674,-72.71076190091718
14090,2,-37.54922498344322,-72.69946472965296
